City,Country,Year,Semester,Major,Second major,Program,Term,Gender,ID
Rome,Italy,2017,Spring,History of Art and Architecture,,Cornell University in Rome Restricted to Students in One or More Specific Concentrations - *See Note,Spring 2017 ,Female,767
Rome,Italy,2017,Spring,Classics,Economics,Duke University - Intercollegiate Center for Classical Studies Restricted to Students in One or More Specific Concentrations - *See Note,Spring 2017 ,Female,768
Rome,Italy,2018,Spring,Classics,Archeology,Duke University - Intercollegiate Center for Classical Studies Restricted to Students in One or More Specific Concentrations - *See Note,Spring 2018 ,Female,769
Rome,Italy,2018,Spring,Visual Art,,Temple University - Tyler School of ArtRestricted to Students in One or More Specific Concentrations - *See Note,Spring 2018 ,Female,770
Santiago,Chile,2016,Fall,International Relations,,*Brown in Chile (CASA),Fall 2016 ,Female,772
Santiago,Chile,2016,Fall,American Studies,,*Brown in Chile (CASA),Fall 2016 ,Male,773
Santiago,Chile,2016,Fall,International Relations,,*Brown in Chile (CASA),Fall 2016 ,Male,774
Santiago,Chile,2017,Fall,Development Studies,Economics,*Brown in Chile (CASA),Fall 2017 ,Female,775
Santiago,Chile,2018,Fall,Political Science,,*Brown in Chile (CASA),Fall 2018 ,Female,776
Santiago,Chile,2018,Fall,Public Policy and American Institutions,,*Brown in Chile (CASA),Fall 2018 ,Female,777
Santiago,Chile,2018,Fall,International Relations,,*Brown in Chile (CASA),Fall 2018 ,Male,778
Santiago,Chile,2018,Fall,Physics,,*Brown in Chile (CASA),Fall 2018 ,Male,779
Santiago,Chile,2017,Spring,Comparative Literature,,*Brown in Chile (CASA),Spring 2017 ,Female,780
Santiago,Chile,2017,Spring,Education,None,*Brown in Chile (CASA),Spring 2017 ,Female,781
Santiago,Chile,2017,Spring,Environmental Studies,,*Brown in Chile (CASA),Spring 2017 ,Female,782
Santiago,Chile,2018,Spring,Biology,,*Brown in Chile (CASA),Spring 2018 ,Male,783
Santiago,Chile,2018,Spring,International Relations,,*Brown in Chile (CASA),Spring 2018 ,Female,784
Santiago,Chile,2018,Spring,Neuroscience,,*Brown in Chile (CASA),Spring 2018 ,Female,785
Santiago,Chile,2018,Spring,No,Biology,*Brown in Chile (CASA),Spring 2018 ,Female,786
Santiago,Chile,2018,Spring,Development Studies,,*Brown in Chile (CASA),Spring 2018 ,Male,787
Seoul,South Korea,2016,Fall,Computer Science,,"CIEE - Yonsei University, South Korea",Fall 2016 ,Female,788
Seoul,South Korea,2017,Fall,Political Science,,"CIEE - Yonsei University, South Korea",Fall 2017 ,Male,789
Seoul,South Korea,2017,Fall,History,,"CIEE - Yonsei University, South Korea",Fall 2017 ,Female,790
Seoul,South Korea,2018,Fall,Public Policy and American Institutions,,"CIEE - Yonsei University, South Korea",Fall 2018 ,Female,791
Seoul,South Korea,2017,Spring,International Relations,,"CIEE - Yonsei University, South Korea",Spring 2017 ,Male,792
Seoul,South Korea,2017,Spring,Public Policy and American Institutions,Economics,Ewha Womans University - Direct Enrollment,Spring 2017 ,Female,793
Seoul,South Korea,2017,Spring,Biology,,Ewha Womans University - Direct Enrollment,Spring 2017 ,Female,794
Seoul,South Korea,2018,Spring,Computer Science,,"CIEE - Yonsei University, South Korea",Spring 2018 ,Male,795
Shanghai,"China, People's Republic of",2016,Fall,Development Studies,East Asian Studies,IFSA-Butler/Alliance: Fudan University,Fall 2016 ,Female,796
Shanghai,"China, People's Republic of",2017,Fall,Political Science,,IFSA-Butler/Alliance: Fudan University,Fall 2017 ,Female,797
Shanghai,"China, People's Republic of",2017,Spring,International Relations,,IFSA-Butler/Alliance: Fudan University,Spring 2017 ,Female,798
Shanghai,"China, People's Republic of",2018,Spring,East Asian Studies,,IFSA-Butler/Alliance: Fudan University,Spring 2018 ,Male,799
Shanghai,"China, People's Republic of",2018,Spring,None,,IFSA-Butler/Alliance: Fudan University,Spring 2018 ,Female,800
Singapore,Singapore,2017,Spring,Yes,,National University of Singapore - Direct Enrollment,Spring 2017 ,Female,801
St. Andrews,United Kingdom,2017,Spring,Computer Science,,*Brown in the U.K. - University of St. Andrews,Spring 2017 ,Female,802
St. Andrews,United Kingdom,2018,Spring,Physics,,*Brown in the U.K. - University of St. Andrews,Spring 2018 ,Male,803
St. Petersburg,Russia,2018,Spring,History,,CIEE - St. Petersburg State University,Spring 2018 ,Male,804
Stockholm,Sweden,2016,Fall,None,,The Swedish Program,Fall 2016 ,Female,806
Stockholm,Sweden,2016,Fall,Economics,History,The Swedish Program,Fall 2016 ,Female,807
Stockholm,Sweden,2017,Fall,Literary Arts,Economics,The Swedish Program,Fall 2017 ,Female,808
Stockholm,Sweden,2018,Fall,English Literature,,The Swedish Program,Fall 2018 ,Female,809
Stockholm,Sweden,2018,Fall,Public Policy and American Institutions,,The Swedish Program,Fall 2018 ,Female,810
Stockholm,Sweden,2017,Spring,Economics,English Literature,The Swedish Program,Spring 2017 ,Male,811
Stockholm,Sweden,2017,Spring,Political Science,None,The Swedish Program,Spring 2017 ,Male,812
Sydney,Australia,2016,Fall,Political Science,,Arcadia University - University of New South Wales,Fall 2016 ,Female,814
Sydney,Australia,2016,Fall,Economics,Literary Arts,Arcadia University - University of New South Wales,Fall 2016 ,Male,815
Sydney,Australia,2016,Fall,English Literature,,Arcadia University - University of New South Wales,Fall 2016 ,Female,816
Sydney,Australia,2016,Fall,Neuroscience,,Arcadia University - University of New South Wales,Fall 2016 ,Female,817
Sydney,Australia,2017,Fall,Economics,Architecture,Arcadia University - University of New South Wales,Fall 2017 ,Male,818
Sydney,Australia,2017,Fall,History,,Arcadia University - University of Sydney,Fall 2017 ,Female,819
Sydney,Australia,2017,Fall,Biology,,Arcadia University - University of Sydney,Fall 2017 ,Female,820
Sydney,Australia,2018,Fall,Economics,,Arcadia University - University of Sydney,Fall 2018 ,Male,821
Sydney,Australia,2017,Spring,History,,Arcadia University - University of New South Wales,Spring 2017 ,Female,822
Sydney,Australia,2017,Spring,None,,Arcadia University - University of Sydney,Spring 2017 ,Male,823
Sydney,Australia,2017,Spring,Archeology,Egyptology,Arcadia University - University of Sydney,Spring 2017 ,Female,824
Sydney,Australia,2017,Spring,Yes,,Arcadia University - University of Sydney,Spring 2017 ,Female,825
Sydney,Australia,2017,Spring,Business (General),,Arcadia University - University of Sydney,Spring 2017 ,Female,826
Sydney,Australia,2018,Spring,Biology,,Arcadia University - University of New South Wales,Spring 2018 ,Female,827
Taipei,Taiwan,2017,Fall,International Relations,,CIEE - National Chengchi University,Fall 2017 ,Female,828
Tel Aviv,Israel,2018,Spring,History,,Tel Aviv University - Direct Enrollment,Spring 2018 ,Female,829
Thessaloniki,Greece,2016,Fall,None,,American College of Thessaloniki,Fall 2016 ,Male,830
Thessaloniki,Greece,2017,Fall,Cognitive Neuroscience,,American College of Thessaloniki,Fall 2017 ,Female,831
Thessaloniki,Greece,2018,Fall,Political Science,,American College of Thessaloniki,Fall 2018 ,Male,832
Tokyo,Japan,2016,Fall,East Asian Studies,,CIEE - Sophia University,Fall 2016 ,Female,833
Tokyo,Japan,2017,Spring,Engineering,None,Keio University - Direct Enrollment,Spring 2017 ,Male,834
Tokyo,Japan,2018,Spring,Linguistics,Public Policy and American Institutions,CIEE - Sophia University,Spring 2018 ,Male,835
Tokyo,Japan,2018,Spring,Cognitive Neuroscience,,CIEE - Sophia University,Spring 2018 ,Female,836
Tokyo,Japan,2018,Spring,Natural Sciences,,CIEE - Sophia University,Spring 2018 ,Male,837
Tokyo,Japan,2018,Spring,Comparative Literature,,Keio University - Direct Enrollment,Spring 2018 ,Male,838
Tokyo,Japan,2018,Spring,Yes,,Keio University - Direct Enrollment,Spring 2018 ,Male,839
Tokyo,Japan,2018,Spring,Mechanical Engineering,,Keio University - Direct Enrollment,Spring 2018 ,Male,840
Tokyo,Japan,2018,Spring,Comparative Literature,,Keio University - Direct Enrollment,Spring 2018 ,Male,841
Yaroslavl,Russia,2017,Spring,Slavic Languages,English Literature,Middlebury College - Yaroslavl State University,Spring 2017 ,Female,842
Cambridge,United Kingdom,2016,"Fall, Spring",Physics,,"*Brown in the U.K. - Cambridge University, Pembroke College",Entire Year - Fall 2016 and Spring 2017 ,Male,173
Cambridge,United Kingdom,2017,"Fall, Spring",Physics,,"*Brown in the U.K. - Cambridge University, Pembroke College",Entire Year - Fall 2016 and Spring 2017 ,Male,173
Cambridge,United Kingdom,2016,"Fall, Spring",Mathematics,Classics,"*Brown in the U.K. - Cambridge University, Pembroke College",Entire Year - Fall 2016 and Spring 2017 ,Male,174
Cambridge,United Kingdom,2017,"Fall, Spring",Mathematics,Classics,"*Brown in the U.K. - Cambridge University, Pembroke College",Entire Year - Fall 2016 and Spring 2017 ,Male,174
Cambridge,United Kingdom,2017,"Fall, Spring",International Relations,,"*Brown in the U.K. - Cambridge University, Pembroke College",Entire Year - Fall 2017 and Spring 2018 ,Female,175
Cambridge,United Kingdom,2018,"Fall, Spring",International Relations,,"*Brown in the U.K. - Cambridge University, Pembroke College",Entire Year - Fall 2017 and Spring 2018 ,Female,175
Cambridge,United Kingdom,2017,"Fall, Spring",Science,,"*Brown in the U.K. - Cambridge University, Pembroke College",Entire Year - Fall 2017 and Spring 2018 ,Female,176
Cambridge,United Kingdom,2018,"Fall, Spring",Science,,"*Brown in the U.K. - Cambridge University, Pembroke College",Entire Year - Fall 2017 and Spring 2018 ,Female,176
Cambridge,United Kingdom,2018,"Fall, Spring",History,None,"*Brown in the U.K. - Cambridge University, Pembroke College",Entire Year - Fall 2018 and Spring 2019 ,Male,177
Cambridge,United Kingdom,2019,"Fall, Spring",History,None,"*Brown in the U.K. - Cambridge University, Pembroke College",Entire Year - Fall 2018 and Spring 2019 ,Male,177
Cambridge,United Kingdom,2018,"Fall, Spring",English Literature,,"*Brown in the U.K. - Cambridge University, Pembroke College",Entire Year - Fall 2018 and Spring 2019 ,Male,178
Cambridge,United Kingdom,2019,"Fall, Spring",English Literature,,"*Brown in the U.K. - Cambridge University, Pembroke College",Entire Year - Fall 2018 and Spring 2019 ,Male,178
Dublin,Ireland,2016,"Fall, Spring",Political Science,,*Brown in Ireland (CASA) - Trinity College - Brown + 1 Program,Entire Year - Fall 2016 and Spring 2017 ,Male,275
Dublin,Ireland,2017,"Fall, Spring",Political Science,,*Brown in Ireland (CASA) - Trinity College - Brown + 1 Program,Entire Year - Fall 2016 and Spring 2017 ,Male,275
Dublin,Ireland,2018,"Fall, Spring",Classics,,*Brown in Ireland (CASA) - Trinity College,Entire Year - Fall 2018 and Spring 2019 ,Female,276
Dublin,Ireland,2019,"Fall, Spring",Classics,,*Brown in Ireland (CASA) - Trinity College,Entire Year - Fall 2018 and Spring 2019 ,Female,276
Edinburgh,United Kingdom,2018,"Fall, Spring",None,,*Brown in the U.K. - University of Edinburgh,Entire Year - Fall 2018 and Spring 2019 ,Male,319
Edinburgh,United Kingdom,2019,"Fall, Spring",None,,*Brown in the U.K. - University of Edinburgh,Entire Year - Fall 2018 and Spring 2019 ,Male,319
Edinburgh,United Kingdom,2018,"Fall, Spring",Political Science,Modern Culture and Media,*Brown in the U.K. - University of Edinburgh,Entire Year - Fall 2018 and Spring 2019 ,Male,320
Edinburgh,United Kingdom,2019,"Fall, Spring",Political Science,Modern Culture and Media,*Brown in the U.K. - University of Edinburgh,Entire Year - Fall 2018 and Spring 2019 ,Male,320
Edinburgh,United Kingdom,2018,"Fall, Spring",Physics,,*Brown in the U.K. - University of Edinburgh,Entire Year - Fall 2018 and Spring 2019 ,Female,321
Edinburgh,United Kingdom,2019,"Fall, Spring",Physics,,*Brown in the U.K. - University of Edinburgh,Entire Year - Fall 2018 and Spring 2019 ,Female,321
Edinburgh,United Kingdom,2018,"Fall, Spring",Literary Arts,English Literature,*Brown in the U.K. - University of Edinburgh,Entire Year - Fall 2018 and Spring 2019 ,Female,322
Edinburgh,United Kingdom,2019,"Fall, Spring",Literary Arts,English Literature,*Brown in the U.K. - University of Edinburgh,Entire Year - Fall 2018 and Spring 2019 ,Female,322
Glasgow,United Kingdom,2017,"Fall, Spring",Visual Art,,*Brown in the U.K. - Glasgow School of Art,Entire Year - Fall 2017 and Spring 2018 ,Female,385
Glasgow,United Kingdom,2018,"Fall, Spring",Visual Art,,*Brown in the U.K. - Glasgow School of Art,Entire Year - Fall 2017 and Spring 2018 ,Female,385
Granada,Spain,2017,"Fall, Spring",Urban Studies,,*Brown in Granada Spain (CASA) - Direct Enrollment,Entire Year - Fall 2017 and Spring 2018 ,Female,386
Granada,Spain,2018,"Fall, Spring",Urban Studies,,*Brown in Granada Spain (CASA) - Direct Enrollment,Entire Year - Fall 2017 and Spring 2018 ,Female,386
Granada,Spain,2018,"Fall, Spring",Political Science,,*Brown in Granada Spain (CASA) - Direct Enrollment,Entire Year - Fall 2018 and Spring 2019 ,Female,387
Granada,Spain,2019,"Fall, Spring",Political Science,,*Brown in Granada Spain (CASA) - Direct Enrollment,Entire Year - Fall 2018 and Spring 2019 ,Female,387
Hong Kong,"China, People's Republic of",2018,"Fall, Spring",Computer Science,None,*Brown in Hong Kong,Entire Year - Fall 2018 and Spring 2019 ,Male,511
Hong Kong,"China, People's Republic of",2019,"Fall, Spring",Computer Science,None,*Brown in Hong Kong,Entire Year - Fall 2018 and Spring 2019 ,Male,511
London,United Kingdom,2016,"Fall, Spring",Mathematics,,*Brown in the U.K. - London School of Economics & Political Science,Entire Year - Fall 2016 and Spring 2017 ,Male,542
London,United Kingdom,2017,"Fall, Spring",Mathematics,,*Brown in the U.K. - London School of Economics & Political Science,Entire Year - Fall 2016 and Spring 2017 ,Male,542
London,United Kingdom,2017,"Fall, Spring",International Relations,None,*Brown in the U.K. - London School of Economics & Political Science,Entire Year - Fall 2017 and Spring 2018 ,Male,543
London,United Kingdom,2018,"Fall, Spring",International Relations,None,*Brown in the U.K. - London School of Economics & Political Science,Entire Year - Fall 2017 and Spring 2018 ,Male,543
London,United Kingdom,2018,"Fall, Spring",Literary Arts,,*Brown in the U.K. - King's College London,Entire Year - Fall 2018 and Spring 2019 ,Female,544
London,United Kingdom,2019,"Fall, Spring",Literary Arts,,*Brown in the U.K. - King's College London,Entire Year - Fall 2018 and Spring 2019 ,Female,544
London,United Kingdom,2018,"Fall, Spring",Yes,,*Brown in the U.K. - London School of Economics & Political Science,Entire Year - Fall 2018 and Spring 2019 ,Male,545
London,United Kingdom,2019,"Fall, Spring",Yes,,*Brown in the U.K. - London School of Economics & Political Science,Entire Year - Fall 2018 and Spring 2019 ,Male,545
London,United Kingdom,2018,"Fall, Spring",Economics,,*Brown in the U.K. - London School of Economics & Political Science,Entire Year - Fall 2018 and Spring 2019 ,Female,546
London,United Kingdom,2019,"Fall, Spring",Economics,,*Brown in the U.K. - London School of Economics & Political Science,Entire Year - Fall 2018 and Spring 2019 ,Female,546
London,United Kingdom,2018,"Fall, Spring",International Relations,Middle East Studies,*Brown in the U.K. - London School of Economics & Political Science,Entire Year - Fall 2018 and Spring 2019 ,Female,547
London,United Kingdom,2019,"Fall, Spring",International Relations,Middle East Studies,*Brown in the U.K. - London School of Economics & Political Science,Entire Year - Fall 2018 and Spring 2019 ,Female,547
Lyon,France,2017,"Fall, Spring",None,,*Brown in France - Lyon,Entire Year - Fall 2017 and Spring 2018 ,Female,620
Lyon,France,2018,"Fall, Spring",None,,*Brown in France - Lyon,Entire Year - Fall 2017 and Spring 2018 ,Female,620
Melbourne,Australia,2017,"Fall, Spring",Philosophy,Music,IFSA Butler - University of Melbourne,Entire Year - Fall 2017 and Spring 2018 ,Male,642
Melbourne,Australia,2018,"Fall, Spring",Philosophy,Music,IFSA Butler - University of Melbourne,Entire Year - Fall 2017 and Spring 2018 ,Male,642
Oxford,United Kingdom,2016,"Fall, Spring",International Relations,East Asian Studies,"*Brown in the U.K. - Oxford University, Lady Margaret Hall",Entire Year - Fall 2016 and Spring 2017 ,Female,652
Oxford,United Kingdom,2017,"Fall, Spring",International Relations,East Asian Studies,"*Brown in the U.K. - Oxford University, Lady Margaret Hall",Entire Year - Fall 2016 and Spring 2017 ,Female,652
Oxford,United Kingdom,2016,"Fall, Spring",English Literature,,"*Brown in the U.K. - Oxford University, Lady Margaret Hall",Entire Year - Fall 2016 and Spring 2017 ,Female,653
Oxford,United Kingdom,2017,"Fall, Spring",English Literature,,"*Brown in the U.K. - Oxford University, Lady Margaret Hall",Entire Year - Fall 2016 and Spring 2017 ,Female,653
Oxford,United Kingdom,2016,"Fall, Spring",None,,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2016 and Spring 2017 ,Male,654
Oxford,United Kingdom,2017,"Fall, Spring",None,,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2016 and Spring 2017 ,Male,654
Oxford,United Kingdom,2016,"Fall, Spring",Economics,Theatre Arts and Performance Studies,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2016 and Spring 2017 ,Male,655
Oxford,United Kingdom,2017,"Fall, Spring",Economics,Theatre Arts and Performance Studies,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2016 and Spring 2017 ,Male,655
Oxford,United Kingdom,2016,"Fall, Spring",International Relations,,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2016 and Spring 2017 ,Female,656
Oxford,United Kingdom,2017,"Fall, Spring",International Relations,,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2016 and Spring 2017 ,Female,656
Oxford,United Kingdom,2016,"Fall, Spring",None,,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2016 and Spring 2017 ,Male,657
Oxford,United Kingdom,2017,"Fall, Spring",None,,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2016 and Spring 2017 ,Male,657
Oxford,United Kingdom,2016,"Fall, Spring",Classics,International Relations,"*Brown in the U.K. - Oxford University, St. Anne's College",Entire Year - Fall 2016 and Spring 2017 ,Male,658
Oxford,United Kingdom,2017,"Fall, Spring",Classics,International Relations,"*Brown in the U.K. - Oxford University, St. Anne's College",Entire Year - Fall 2016 and Spring 2017 ,Male,658
Oxford,United Kingdom,2016,"Fall, Spring",None,,"*Brown in the U.K. - Oxford University, St. Edmund Hall",Entire Year - Fall 2016 and Spring 2017 ,Male,659
Oxford,United Kingdom,2017,"Fall, Spring",None,,"*Brown in the U.K. - Oxford University, St. Edmund Hall",Entire Year - Fall 2016 and Spring 2017 ,Male,659
Oxford,United Kingdom,2016,"Fall, Spring",No,No,"*Brown in the U.K. - Oxford University, St. Peter's College",Entire Year - Fall 2016 and Spring 2017 ,Female,660
Oxford,United Kingdom,2017,"Fall, Spring",No,No,"*Brown in the U.K. - Oxford University, St. Peter's College",Entire Year - Fall 2016 and Spring 2017 ,Female,660
Oxford,United Kingdom,2016,"Fall, Spring",Archeology,Environmental Studies,"*Brown in the U.K. - Oxford University, St. Peter's College",Entire Year - Fall 2016 and Spring 2017 ,Male,661
Oxford,United Kingdom,2017,"Fall, Spring",Archeology,Environmental Studies,"*Brown in the U.K. - Oxford University, St. Peter's College",Entire Year - Fall 2016 and Spring 2017 ,Male,661
Oxford,United Kingdom,2016,"Fall, Spring",Biology,,"*Brown in the U.K. - Oxford University, St. Peter's College",Entire Year - Fall 2016 and Spring 2017 ,Female,662
Oxford,United Kingdom,2017,"Fall, Spring",Biology,,"*Brown in the U.K. - Oxford University, St. Peter's College",Entire Year - Fall 2016 and Spring 2017 ,Female,662
Oxford,United Kingdom,2017,"Fall, Spring",Literary Arts,,"*Brown in the U.K. - Oxford University, Lady Margaret Hall",Entire Year - Fall 2017 and Spring 2018 ,Female,663
Oxford,United Kingdom,2018,"Fall, Spring",Literary Arts,,"*Brown in the U.K. - Oxford University, Lady Margaret Hall",Entire Year - Fall 2017 and Spring 2018 ,Female,663
Oxford,United Kingdom,2017,"Fall, Spring",Management,Art History,"*Brown in the U.K. - Oxford University, Lady Margaret Hall",Entire Year - Fall 2017 and Spring 2018 ,Female,664
Oxford,United Kingdom,2018,"Fall, Spring",Management,Art History,"*Brown in the U.K. - Oxford University, Lady Margaret Hall",Entire Year - Fall 2017 and Spring 2018 ,Female,664
Oxford,United Kingdom,2017,"Fall, Spring",English Literature,Literary Arts,"*Brown in the U.K. - Oxford University, Lady Margaret Hall",Entire Year - Fall 2017 and Spring 2018 ,Female,665
Oxford,United Kingdom,2018,"Fall, Spring",English Literature,Literary Arts,"*Brown in the U.K. - Oxford University, Lady Margaret Hall",Entire Year - Fall 2017 and Spring 2018 ,Female,665
Oxford,United Kingdom,2017,"Fall, Spring",International Relations,Economics,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2017 and Spring 2018 ,Female,666
Oxford,United Kingdom,2018,"Fall, Spring",International Relations,Economics,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2017 and Spring 2018 ,Female,666
Oxford,United Kingdom,2017,"Fall, Spring",English Literature,Anthropology,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2017 and Spring 2018 ,Female,667
Oxford,United Kingdom,2018,"Fall, Spring",English Literature,Anthropology,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2017 and Spring 2018 ,Female,667
Oxford,United Kingdom,2017,"Fall, Spring",Religious Studies,Philosophy,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2017 and Spring 2018 ,Female,668
Oxford,United Kingdom,2018,"Fall, Spring",Religious Studies,Philosophy,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2017 and Spring 2018 ,Female,668
Oxford,United Kingdom,2017,"Fall, Spring",History,,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2017 and Spring 2018 ,Female,669
Oxford,United Kingdom,2018,"Fall, Spring",History,,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2017 and Spring 2018 ,Female,669
Oxford,United Kingdom,2017,"Fall, Spring",Political Science,Economics,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2017 and Spring 2018 ,Male,670
Oxford,United Kingdom,2018,"Fall, Spring",Political Science,Economics,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2017 and Spring 2018 ,Male,670
Oxford,United Kingdom,2017,"Fall, Spring",Psychology,Literary Arts,"*Brown in the U.K. - Oxford University, St. Anne's College",Entire Year - Fall 2017 and Spring 2018 ,Female,671
Oxford,United Kingdom,2018,"Fall, Spring",Psychology,Literary Arts,"*Brown in the U.K. - Oxford University, St. Anne's College",Entire Year - Fall 2017 and Spring 2018 ,Female,671
Oxford,United Kingdom,2017,"Fall, Spring",Philosophy,English Literature,"*Brown in the U.K. - Oxford University, St. Anne's College",Entire Year - Fall 2017 and Spring 2018 ,Female,672
Oxford,United Kingdom,2018,"Fall, Spring",Philosophy,English Literature,"*Brown in the U.K. - Oxford University, St. Anne's College",Entire Year - Fall 2017 and Spring 2018 ,Female,672
Oxford,United Kingdom,2017,"Fall, Spring",Computer Science,Cognitive Science,"*Brown in the U.K. - Oxford University, St. Anne's College",Entire Year - Fall 2017 and Spring 2018 ,Female,673
Oxford,United Kingdom,2018,"Fall, Spring",Computer Science,Cognitive Science,"*Brown in the U.K. - Oxford University, St. Anne's College",Entire Year - Fall 2017 and Spring 2018 ,Female,673
Oxford,United Kingdom,2018,"Fall, Spring",Physics,Philosophy,"*Brown in the U.K. - Oxford University, Lady Margaret Hall",Entire Year - Fall 2018 and Spring 2019 ,Male,674
Oxford,United Kingdom,2019,"Fall, Spring",Physics,Philosophy,"*Brown in the U.K. - Oxford University, Lady Margaret Hall",Entire Year - Fall 2018 and Spring 2019 ,Male,674
Oxford,United Kingdom,2018,"Fall, Spring",History,Comparative Literature,"*Brown in the U.K. - Oxford University, Lady Margaret Hall",Entire Year - Fall 2018 and Spring 2019 ,Female,675
Oxford,United Kingdom,2019,"Fall, Spring",History,Comparative Literature,"*Brown in the U.K. - Oxford University, Lady Margaret Hall",Entire Year - Fall 2018 and Spring 2019 ,Female,675
Oxford,United Kingdom,2018,"Fall, Spring",Political Science,,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2018 and Spring 2019 ,Male,676
Oxford,United Kingdom,2019,"Fall, Spring",Political Science,,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2018 and Spring 2019 ,Male,676
Oxford,United Kingdom,2018,"Fall, Spring",Political Science,History,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2018 and Spring 2019 ,Female,677
Oxford,United Kingdom,2019,"Fall, Spring",Political Science,History,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2018 and Spring 2019 ,Female,677
Paris,France,2016,"Fall, Spring",Comparative Literature,Architecture,*Brown in France - Paris,Entire Year - Fall 2016 and Spring 2017 ,Male,678
Paris,France,2017,"Fall, Spring",Comparative Literature,Architecture,*Brown in France - Paris,Entire Year - Fall 2016 and Spring 2017 ,Male,678
Paris,France,2017,"Fall, Spring",Comparative Literature,,*Brown in France - Paris,Entire Year - Fall 2017 and Spring 2018 ,Female,679
Paris,France,2018,"Fall, Spring",Comparative Literature,,*Brown in France - Paris,Entire Year - Fall 2017 and Spring 2018 ,Female,679
Paris,France,2017,"Fall, Spring",Biology,None,*Brown in France - Paris,Entire Year - Fall 2017 and Spring 2018 ,Male,680
Paris,France,2018,"Fall, Spring",Biology,None,*Brown in France - Paris,Entire Year - Fall 2017 and Spring 2018 ,Male,680
Paris,France,2017,"Fall, Spring",Economics,History,*Brown in France - Paris,Entire Year - Fall 2017 and Spring 2018 ,Female,681
Paris,France,2018,"Fall, Spring",Economics,History,*Brown in France - Paris,Entire Year - Fall 2017 and Spring 2018 ,Female,681
Paris,France,2018,"Fall, Spring",Mathematics,None,*Brown in France - Paris,Entire Year - Fall 2018 and Spring 2019 ,Female,682
Paris,France,2019,"Fall, Spring",Mathematics,None,*Brown in France - Paris,Entire Year - Fall 2018 and Spring 2019 ,Female,682
Paris,France,2018,"Fall, Spring",Neuroscience,None,*Brown in France - Paris,Entire Year - Fall 2018 and Spring 2019 ,Male,683
Paris,France,2019,"Fall, Spring",Neuroscience,None,*Brown in France - Paris,Entire Year - Fall 2018 and Spring 2019 ,Male,683
Santiago,Chile,2017,"Fall, Spring",Environmental Studies,,*Brown in Chile (CASA),Entire Year - Fall 2017 and Spring 2018 ,Female,771
Santiago,Chile,2018,"Fall, Spring",Environmental Studies,,*Brown in Chile (CASA),Entire Year - Fall 2017 and Spring 2018 ,Female,771
Stockholm,Sweden,2018,"Fall, Spring",Education,,The Swedish Program,Entire Year - Fall 2018 and Spring 2019 ,Female,805
Stockholm,Sweden,2019,"Fall, Spring",Education,,The Swedish Program,Entire Year - Fall 2018 and Spring 2019 ,Female,805
Sussex,United Kingdom,2016,"Fall, Spring",None,,*Brown in the U.K. - University of Sussex,Entire Year - Fall 2016 and Spring 2017 ,Female,813
Sussex,United Kingdom,2017,"Fall, Spring",None,,*Brown in the U.K. - University of Sussex,Entire Year - Fall 2016 and Spring 2017 ,Female,813
